Country,state,route,year,month,day,Obs,TotalSpp,StartTemp,EndTemp,TempScale,StartWind,EndWind,StartSky,EndSky,StartTime,EndTime,assistant,RunType
840,53,013,2013,6,21,        990828,46,41,60,F,0,1,0,0,0512,1055,0,1
840,53,013,2014,6,23,        990828,48,51,63,F,0,1,0,1,0514,1116,0,1
840,53,013,2015,6,24,        990828,47,52,65,F,0,1,0,2,0515,1052,0,1
840,53,013,2016,6,20,        990828,45,45,56,F,0,2,0,1,0515,1056,0,1
840,53,013,2017,6,20,        990828,50,54,66,F,1,2,1,1,0515,1103,0,1
840,53,013,2018,6,24,        990828,50,55,66,F,0,1,1,1,0515,1105,0,1
840,53,013,2019,6,24,        990828,46,48,53,F,1,2,0,1,0520,1108,0,1
840,53,014,1972,6,29,       1030095,24,50,75,F,0,4,0,0,0513,1007,0,1
840,53,014,1973,6,30,       1030095,24,48,72,F,1,2,0,1,0513,0955,0,1
840,53,014,1974,7,4,       1030095,21,53,73,F,2,4,1,1,0516,0956,0,1
840,53,014,1975,6,29,       1030095,21,38,50,F,2,2,1,0,0510,0946,0,1
840,53,014,1976,6,27,       1030095,31,38,70,F,1,0,1,0,0510,1012,0,1
840,53,014,1977,6,30,       1030095,24,45,80,F,2,0,0,0,0513,0925,0,1
840,53,014,1978,7,1,       1030095,24,50,67,F,0,0,0,0,0510,1017,0,1
840,53,014,1979,6,30,       1030095,27,59,66,F,2,3,2,2,0513,0950,0,1
840,53,014,1981,6,28,       1030095,27,51,65,F,0,1,1,0,0510,0951,0,1
840,53,014,1982,7,2,       1030095,27,57,74,F,3,4,2,1,0513,1029,0,1
840,53,014,1983,7,5,       1030095,24,41,78,F,0,1,0,0,0516,1027,0,1
840,53,014,1984,6,28,       1030095,25,47,90,F,3,3,0,0,0513,1001,0,1
840,53,014,1985,6,21,       1030095,22,42,74,F,1,0,0,0,0510,1026,0,1
840,53,014,1986,6,24,       1030095,28,45,82,F,2,2,0,0,0510,1020,0,1
840,53,014,1987,6,25,       1030095,26,45,75,F,2,1,0,0,0510,0943,0,1
840,53,014,1988,7,1,        980252,49,62,75,F,0,1,0,0,0510,0930,0,1
840,53,014,1989,6,25,        980252,57,60,68,F,0,0,1,1,0510,0939,0,1
840,53,014,1990,6,17,        980252,55,52,68,F,0,0,0,0,0510,0920,0,1
840,53,014,1991,6,28,        980252,48,53,64,F,3,0,0,8,0510,0929,0,1
840,53,014,1992,7,1,       1140310,48,49,62,F,2,3,1,1,0510,1020,0,1
840,53,014,1993,6,17,        980252,50,58,72,F,1,0,0,0,0510,0931,0,1
840,53,014,1994,7,3,        980252,52,48,63,F,2,4,1,2,0510,0934,0,1
840,53,014,1995,6,11,       1140310,52,55,54,F,1,1,5,1,0525,1037,0,1
840,53,014,1996,6,2,       1140310,63,50,61,F,0,1,1,0,0540,1032,0,1
840,53,014,1997,6,1,       1140310,69,14,18,C,2,3,2,1,0536,1102,1,1
840,53,014,1998,6,20,       1140310,53,15,19,C,1,2,2,1,0515,1050,1,1
840,53,014,1999,6,6,       1140310,71,14,17,C,1,3,0,1,0530,1115,1,1
840,53,014,2000,6,11,       1140310,61,16,17,C,3,4,2,2,0530,1057,1,1
840,53,014,2001,6,10,       1140310,49,62,70,F,1,3,1,1,0530,1047,0,1
840,53,014,2002,6,1,       1140310,62,15,18,C,1,2,0,1,0530,1142,0,1
840,53,014,2003,6,26,       1140310,60,54,54,F,1,3,1,1,0530,1010,1,1
840,53,014,2004,6,6,       1140310,58,14,18,C,1,2,1,1,0510,1053,0,1
840,53,014,2005,6,13,       1140310,53,39,51,F,2,4,0,1,0530,1115,0,1
840,53,014,2006,6,14,       1140310,63,57,64,F,2,3,2,1,0530,1102,0,1
840,53,014,2007,6,17,       1140310,57,52,71,F,1,2,0,1,0515,1020,0,1
840,53,014,2008,6,23,       1140310,48,8,26,C,1,2,0,0,0530,1035,0,1
840,53,014,2009,6,17,       1140310,59,49,61,F,0,3,1,2,0530,1045,0,1
840,53,014,2010,6,15,       1140310,56,11,26,C,2,3,2,1,0520,1105,0,1
840,53,014,2011,7,7,       1140310,62,48,59,F,1,2,0,0,0530,1040,0,1
840,53,014,2013,6,24,       1080587,53,54,66,F,2,5,2,1,0510,1106,0,0
840,53,014,2014,6,28,       1080587,52,58,60,F,2,3,2,2,0506,1105,0,1
840,53,014,2015,6,18,       1080587,51,60,76,F,2,2,2,1,0510,1005,0,1
840,53,014,2017,6,27,       1080587,56,52,74,F,1,1,0,1,0510,1018,0,1
840,53,014,2019,6,29,       1080587,56,52,66,F,2,1,0,0,0510,1031,0,1
840,53,015,1968,6,6,        980102,39,49,60,F,1,1,0,2,0515,0947,0,1
840,53,015,1969,6,11,        980102,38,38,62,F,1,1,0,0,0511,1042,0,1
840,53,015,1970,6,20,       1030072,42,48,59,F,2,2,0,0,0511,0940,0,1
840,53,015,1971,6,24,       1030072,36,41,60,F,1,1,0,0,0512,0927,0,1
840,53,015,1972,6,29,       1040137,37,44,72,F,0,3,0,0,0514,1045,0,1
840,53,015,1973,6,27,       1040137,47,52,68,F,0,0,1,1,0506,1001,0,1
840,53,015,1974,7,1,       1040137,33,53,66,F,0,0,1,1,0506,1018,0,1
840,53,015,1975,7,2,       1040137,33,50,72,F,0,0,0,0,0506,1007,0,1
840,53,015,1976,7,2,       1020105,35,42,56,F,0,0,1,0,0509,0940,0,1
840,53,015,1977,6,22,       1020105,46,55,65,F,0,0,0,0,0509,0845,0,1
840,53,015,1978,7,9,       1020105,45,52,62,F,0,0,1,2,0515,1015,0,1
840,53,015,1980,7,3,       1020105,41,58,63,F,3,1,5,2,0509,1008,0,1
840,53,015,1981,6,28,       1020105,44,44,74,F,0,1,1,0,0509,0955,0,1
840,53,015,1982,7,9,       1020105,41,55,67,F,0,0,2,2,0512,1035,0,1
840,53,015,1984,6,16,        980252,61,62,73,F,0,0,0,1,0514,0953,0,1
840,53,015,1985,7,2,        980252,48,58,75,F,1,0,0,0,0518,1000,0,1
840,53,015,1986,7,10,        980252,48,58,76,F,0,0,2,1,0506,1015,0,1
840,53,015,1987,6,30,        980252,55,71,78,F,0,0,0,0,0506,0938,0,1
840,53,015,1988,7,3,        980252,57,68,78,F,0,0,1,1,0514,0927,0,1
840,53,015,1989,7,4,        980252,50,51,71,F,0,0,0,0,0530,0938,0,1
840,53,015,1990,7,1,        980252,45,62,84,F,0,0,0,1,0520,1000,0,1
840,53,015,1991,6,29,        980252,53,54,58,F,1,0,1,0,0530,0955,0,1
840,53,015,1993,6,24,        980252,50,58,79,F,0,0,1,1,0538,1023,0,0
840,53,015,1994,7,6,        980252,47,60,78,F,0,0,0,0,0532,1034,0,1
840,53,015,1995,6,17,       1030337,33,57,67,F,1,1,1,1,0610,1140,0,0
840,53,015,1996,6,26,       1030337,37,53,75,F,0,1,1,1,0525,1154,0,1
840,53,015,1997,6,12,       1030337,42,48,66,F,0,2,1,1,0535,1034,0,1
840,53,015,1998,6,12,       1030337,40,55,64,F,0,0,2,2,0540,1121,0,0
840,53,015,2000,6,18,       1030383,43,45,58,F,1,2,0,1,0506,0923,0,1
840,53,015,2001,6,28,       1030383,45,50,55,F,1,2,2,8,0507,0915,0,0
840,53,015,2002,6,24,       1030383,50,50,68,F,0,1,0,0,0506,0923,0,1
840,53,015,2003,7,1,       1030383,54,49,68,F,2,1,0,0,0506,1032,0,1
840,53,015,2004,6,16,       1030383,49,47,63,F,1,0,0,0,0506,0955,0,1
840,53,015,2005,6,24,       1030383,53,54,70,F,0,1,0,0,0506,0948,0,1
840,53,015,2006,6,22,       1030383,49,40,64,F,1,1,1,0,0506,1001,1,1
840,53,015,2007,6,29,       1030383,51,57,68,F,1,1,0,1,0506,0940,0,1
840,53,015,2009,7,3,       1080587,53,10,26,C,1,1,1,0,0512,1002,0,1
840,53,015,2010,6,30,       1080587,49,56,66,F,1,0,2,2,0506,1058,0,1
840,53,015,2011,7,6,       1080587,53,45,75,F,1,1,0,0,0506,1109,0,1
840,53,015,2012,6,28,       1080587,56,42,78,F,1,1,0,0,0507,1057,0,1
840,53,015,2013,6,27,       1080587,57,52,71,F,1,1,0,0,0519,1128,0,0
840,53,015,2014,7,3,       1080587,51,50,70,F,1,1,1,2,0508,1013,0,0
840,53,015,2015,7,5,       1060397,60,65,64,F,0,2,0,2,0515,1045,0,1
840,53,015,2016,7,5,       1060397,51,41,64,F,2,0,1,2,0520,1047,0,1
840,53,015,2017,7,6,       1060397,64,57,66,F,0,1,0,1,0519,1054,1,1
840,53,015,2018,7,2,       1060397,53,48,56,F,0,3,2,2,0515,1021,0,1
840,53,015,2019,6,29,       1060397,60,44,61,F,1,0,0,0,0515,1016,0,1
840,53,016,1976,7,3,       1160080,47,44,65,F,3,0,2,0,0508,0911,0,1
840,53,016,1977,7,1,       1160080,57,45,70,F,3,0,0,0,0505,0917,0,1
840,53,016,1978,6,4,       1160080,69,55,65,F,3,1,0,0,0505,0905,0,1
840,53,016,1979,7,4,       1160080,58,52,62,F,3,1,2,2,0508,0920,0,1
840,53,016,1980,6,29,       1160080,62,50,65,F,2,0,0,0,0502,0856,0,1
840,53,016,1981,7,3,       1160080,60,55,75,F,1,3,0,0,0503,0908,0,1
840,53,016,1982,6,26,       1160080,57,50,70,F,1,1,0,0,0502,0855,0,1
840,53,016,1983,6,12,       1160080,66,50,48,F,2,4,1,0,0502,0848,0,1
840,53,016,1984,6,17,       1160080,68,50,66,F,0,0,1,0,0507,0903,0,1
840,53,016,1985,6,29,       1160080,64,60,65,F,1,2,1,0,0502,0900,0,1
840,53,016,1986,6,28,       1160080,58,58,60,F,1,2,0,0,0500,0850,0,1
840,53,016,1987,6,13,       1150408,66,52,80,F,0,3,0,0,0502,1015,0,1
840,53,016,1988,6,11,       1150408,64,42,68,F,0,1,0,0,0502,0930,0,1
840,53,016,1989,6,17,       1150408,55,50,72,F,0,3,0,0,0502,0942,0,1
840,53,016,1990,6,23,       1150408,59,51,72,F,3,0,0,0,0502,0930,0,1
840,53,016,1991,6,23,       1150408,70,52,70,F,4,1,0,0,0502,0926,0,1
840,53,016,1992,6,14,       1150408,66,45,55,F,2,2,2,2,0502,0906,0,1
840,53,016,1993,7,2,       1180080,56,45,58,F,3,1,1,2,0507,0955,0,1
840,53,016,1994,6,25,       1180080,47,45,60,F,3,2,0,0,0500,0942,0,1
840,53,016,1996,6,21,       1180080,51,45,58,F,2,3,0,0,0519,0950,0,1
840,53,016,1997,7,2,       1180080,49,45,58,F,1,0,0,0,0515,1021,0,1
840,53,016,1999,6,28,       1180080,46,50,65,F,1,3,0,0,0542,1002,0,0
840,53,016,2003,6,15,       1151045,61,45,64,F,1,1,1,1,0502,1120,1,1
840,53,016,2008,6,13,       1100222,64,49,60,F,5,3,2,2,0502,1121,1,0
840,53,016,2009,5,31,       1100222,69,45,63,F,3,3,1,0,0503,1035,1,1
840,53,016,2010,6,6,       1100222,74,38,50,F,3,1,1,2,0502,1001,1,1
840,53,016,2011,6,12,       1100222,68,44,53,F,2,3,2,1,0503,1012,1,1
840,53,016,2012,6,23,       1100222,58,52,59,F,2,3,1,2,0502,0947,1,1
840,53,016,2013,6,9,       1100222,72,47,66,F,2,1,0,0,0502,1015,1,1
840,53,016,2014,6,8,       1100222,71,42,61,F,2,3,1,1,0502,0958,1,1
840,53,016,2015,6,7,       1100222,63,53,75,F,4,0,0,0,0504,0959,1,1
840,53,016,2017,6,23,       1100222,58,35,58,F,1,1,0,1,0502,0958,1,1
840,53,016,2018,6,26,       1100222,51,52,64,F,3,2,0,0,0502,0949,1,1
840,53,025,1968,6,21,        980102,46,54,65,F,1,2,1,1,0513,0945,0,1
840,53,025,1969,6,20,        980102,45,50,52,F,1,2,2,2,0411,0818,0,0
840,53,025,1970,6,11,        980102,45,42,45,F,1,1,1,2,0511,0940,0,1
840,53,025,1971,6,19,        980102,51,49,56,F,1,2,2,2,0511,0930,0,1
840,53,025,1972,6,14,       1030072,46,54,54,F,1,1,2,0,0512,0936,0,1
840,53,025,1973,6,28,       1030072,45,49,62,F,1,2,0,0,0515,0951,0,1
840,53,025,1974,6,25,       1030072,49,50,60,F,1,2,0,0,0512,0940,0,1
840,53,025,1975,6,26,       1030072,47,40,40,F,1,2,2,5,0514,0955,0,1
840,53,025,1976,6,18,       1030072,51,33,54,F,1,2,4,0,0514,1011,0,1
840,53,025,1978,6,27,       1070126,44,42,52,F,0,0,0,0,0518,0932,0,1
840,53,025,1979,6,20,        980287,54,34,46,F,1,2,0,1,0515,0952,0,1
840,53,025,1980,6,19,        980287,46,46,58,F,1,1,0,0,0510,0855,0,1
840,53,025,1981,6,30,        980287,60,41,62,F,0,1,0,0,0517,0957,0,1
840,53,025,1982,6,25,        980287,49,52,71,F,0,1,1,1,0515,0953,0,1
840,53,025,1983,7,2,        980287,56,43,52,F,2,4,2,5,0517,0859,0,0
840,53,025,1984,6,27,        980287,62,54,66,F,1,2,2,1,0517,0953,0,1
840,53,025,1985,6,28,        980287,61,46,72,F,1,1,0,0,0514,1000,0,1
840,53,025,1986,6,27,        980287,49,48,72,F,0,0,2,1,0514,0943,0,1
840,53,025,1987,6,30,        980287,52,46,68,F,0,0,0,0,0514,0918,0,1
840,53,025,1988,6,28,        980287,55,52,56,F,0,0,2,2,0514,1008,0,1
840,53,025,1989,6,29,        980287,57,48,63,F,0,0,1,1,0415,0924,0,0
840,53,025,1990,6,29,       1140265,54,44,58,F,0,1,0,0,0522,1000,0,1
840,53,025,1991,6,27,       1140265,57,41,50,F,0,0,0,1,0514,0933,0,1
840,53,025,1992,7,10,       1040429,47,56,55,F,0,0,2,2,0530,0945,0,1
840,53,025,1993,6,25,       1140265,51,48,60,F,0,0,0,0,0518,0959,0,1
840,53,025,1994,6,20,       1140265,56,44,58,F,0,0,0,0,0524,0948,0,1
840,53,025,1995,6,22,       1140265,56,54,48,F,0,0,2,2,0514,0940,0,1
840,53,025,1996,6,27,       1140265,55,58,58,F,0,2,2,1,0514,0936,0,1
840,53,025,1997,6,18,       1140265,54,50,54,F,2,2,0,2,0514,0920,0,1
840,53,025,1998,6,22,       1140265,53,46,56,F,0,0,0,2,0514,0950,0,1
840,53,025,1999,6,30,       1040429,48,52,46,F,0,3,2,5,0525,0910,1,1
840,53,025,2000,6,21,       1140265,50,41,65,F,0,0,0,0,0514,0938,0,1
840,53,025,2001,6,20,       1140265,58,36,58,F,0,0,0,0,0515,0945,0,1
840,53,025,2002,6,21,       1140265,57,50,70,F,0,0,0,0,0514,0942,0,1
840,53,025,2003,6,17,       1140265,55,47,66,F,0,0,0,0,0514,0926,0,1
840,53,025,2004,6,25,       1140265,51,58,61,F,0,0,2,2,0545,0952,0,0
840,53,025,2005,6,23,       1140265,53,48,68,F,0,0,0,0,0514,0946,0,1
840,53,025,2006,6,22,       1140265,53,40,64,F,0,0,0,0,0514,0918,0,1
840,53,025,2007,6,21,       1140265,57,45,70,F,0,0,0,0,0457,0904,0,1
840,53,025,2008,6,18,       1140265,53,36,50,F,0,0,0,0,0505,0908,0,1
840,53,025,2009,6,19,       1140265,49,45,68,F,0,0,1,2,0510,0934,0,1
840,53,025,2010,6,27,       1140265,45,41,62,F,0,0,0,0,0514,0916,0,1
840,53,025,2011,6,24,       1140265,59,39,53,F,0,1,0,1,0514,0941,0,1
840,53,025,2012,6,15,       1140265,50,42,58,F,0,0,1,1,0516,0939,0,1
840,53,025,2013,6,30,       1140265,47,54,73,F,0,0,0,0,0514,0945,0,1
840,53,025,2014,6,11,       1140265,43,39,56,F,0,0,0,1,0514,0911,0,1
840,53,025,2015,6,14,       1140265,52,34,43,F,0,0,0,0,0514,0932,0,1
840,53,025,2016,7,12,       1041089,55,39,50,F,0,1,4,1,0514,0945,1,1
840,53,025,2017,6,19,       1041089,55,44,55,F,0,1,0,0,0514,1037,1,1
840,53,025,2018,7,8,       1041089,57,46,55,F,1,2,0,0,0514,1012,0,1
840,53,025,2019,6,3,       1041089,64,46,55,F,1,3,0,2,0514,0958,1,1
840,53,026,1972,7,23,       1150229,27,42,58,F,0,0,0,0,0515,0920,0,0
840,53,026,1973,7,1,       1150229,23,29,50,F,0,1,0,0,0515,0948,0,1
840,53,026,1975,6,18,        980001,40,40,50,F,0,2,2,1,0510,0943,0,1
840,53,026,1976,6,14,       1150310,38,50,54,F,1,1,2,2,0509,0917,0,1
840,53,026,1977,6,13,       1090367,38,42,64,F,0,1,0,0,0510,0944,0,1
840,53,026,1978,7,1,        980280,45,47,56,F,0,0,0,0,0513,0916,0,1
840,53,026,1979,6,24,        980300,46,40,62,F,0,0,0,0,0510,0950,0,1
840,53,026,1980,6,27,       1000141,39,46,48,F,0,0,2,2,0510,0928,0,1
840,53,026,1981,6,8,       1180044,41,50,52,F,0,0,8,2,0511,0955,0,1
840,53,026,1982,6,18,       1180044,44,46,58,F,0,2,0,0,0510,0952,0,1
840,53,026,1983,6,13,       1180044,37,50,54,F,0,1,2,1,0510,0937,0,1
840,53,026,1984,6,12,       1180044,40,46,48,F,0,2,2,2,0510,0938,0,1
840,53,026,1985,6,30,       1020149,46,57,56,F,1,1,0,0,0510,0939,0,1
840,53,026,1987,6,29,       1080216,52,53,62,F,2,0,0,0,0510,0921,0,1
840,53,026,1988,6,27,       1080216,46,64,61,F,0,0,1,1,0505,0911,0,1
840,53,026,1989,6,22,       1140265,56,44,45,F,0,0,0,1,0510,0920,0,1
840,53,026,1990,6,21,       1140265,51,53,70,F,0,0,0,0,0510,1026,0,1
840,53,026,1992,6,23,       1040429,56,58,77,F,1,1,0,0,0510,0929,0,1
840,53,026,1993,6,28,       1140265,53,54,64,F,0,1,1,1,0510,0958,0,1
840,53,026,1994,6,27,       1140265,51,48,56,F,0,0,0,0,0510,0948,0,1
840,53,026,1995,6,26,       1140265,48,50,70,F,0,0,0,0,0510,0929,0,1
840,53,026,1996,6,26,       1140265,48,55,59,F,0,2,1,1,0524,1000,0,1
840,53,026,1998,6,30,       1140265,46,56,64,F,0,0,1,0,0510,0958,0,1
840,53,026,1999,7,1,       1090342,55,53,67,F,1,1,2,1,0510,0948,0,1
840,53,026,2001,6,26,       1140265,48,57,68,F,0,0,2,1,0520,0948,0,1
840,53,026,2002,6,24,       1140265,48,52,63,F,0,0,0,0,0510,0925,0,1
840,53,026,2003,6,27,       1140265,49,50,68,F,0,0,0,0,0510,0929,0,1
840,53,026,2004,6,23,       1140265,46,52,60,F,0,0,0,0,0514,0928,0,1
840,53,026,2005,6,28,       1140265,45,60,66,F,0,0,2,2,0510,0943,0,1
840,53,026,2006,6,27,       1140265,46,61,68,F,0,0,0,0,0510,0924,0,1
840,53,026,2008,6,17,       1140265,47,48,64,F,0,0,0,0,0500,0939,0,1
840,53,026,2009,6,24,       1140265,43,45,54,F,0,0,0,0,0510,0907,0,1
840,53,026,2010,6,24,       1140265,39,59,63,F,0,0,1,5,0510,0935,0,1
840,53,026,2011,6,22,       1140265,40,52,64,F,0,0,1,0,0510,0947,0,1
840,53,026,2012,6,29,       1140265,38,52,68,F,1,0,1,2,0510,0940,0,1
840,53,026,2013,6,28,       1140265,39,55,66,F,0,0,0,0,0510,0928,0,1
840,53,026,2014,6,29,       1140265,47,45,54,F,0,0,0,1,0510,0931,0,1
840,53,026,2015,6,22,       1140265,43,54,67,F,1,1,1,0,0510,0941,0,1
840,53,026,2016,6,20,       1140265,45,42,59,F,0,0,0,0,0510,0943,0,1
840,53,026,2017,6,19,       1140265,41,52,59,F,0,2,0,0,0510,0933,0,1
840,53,026,2018,6,25,       1140265,40,53,65,F,0,0,0,1,0510,0948,0,1
840,53,026,2019,6,19,       1140265,38,54,59,F,0,1,1,1,0510,0934,0,1
840,53,027,1968,6,23,       1090098,42,48,58,F,0,3,1,1,0458,,0,0
840,53,027,1969,6,22,       1090079,36,52,52,F,0,3,1,2,0505,0957,0,1
840,53,027,1970,7,3,       1090079,42,41,70,F,0,3,0,0,0508,0950,0,1
840,53,027,1971,6,20,       1090079,34,44,69,F,0,3,2,0,0458,0908,0,1
840,53,027,1972,6,25,       1090098,48,38,52,F,1,3,2,1,0509,0930,0,1
840,53,027,1973,6,23,       1090079,46,51,64,F,1,1,2,2,0506,0930,0,1
840,53,027,1974,6,15,       1090079,58,58,70,F,3,3,0,0,0505,1002,0,1
840,53,027,1975,6,17,       1090079,44,44,60,F,0,2,1,2,0505,0917,0,1
840,53,027,1976,6,19,       1090098,56,45,60,F,0,1,0,0,0505,0937,0,1
840,53,027,1977,6,17,       1040214,50,40,58,F,0,3,0,0,0505,0947,0,1
840,53,027,1978,6,20,       1040214,50,27,56,F,2,3,0,0,0505,0920,0,1
840,53,027,1979,6,21,       1040214,53,34,56,F,0,4,0,2,0505,0930,0,1
840,53,027,1980,6,17,       1040214,56,47,66,F,0,2,2,0,0505,0927,0,1
840,53,027,1981,6,22,       1100057,43,42,55,F,1,2,2,2,0507,0945,0,1
840,53,027,1982,6,29,       1100057,41,58,60,F,3,0,2,2,0509,1006,0,1
840,53,027,1987,6,14,       1010118,68,40,73,F,0,0,0,0,0505,0948,0,1
840,53,027,1988,6,18,       1010118,69,58,80,F,0,5,2,0,0506,1000,0,0
840,53,027,1989,6,17,       1010118,68,37,56,F,0,4,0,0,0505,0924,0,1
840,53,027,1990,6,17,       1010118,62,34,50,F,0,2,0,0,0506,0931,0,1
840,53,027,1991,6,22,       1010118,69,46,54,F,2,1,2,2,0505,0920,0,1
840,53,027,1992,6,20,       1010118,70,44,72,F,0,2,0,0,0506,0943,0,1
840,53,027,1993,6,20,       1010118,64,48,76,F,0,1,1,0,0506,1000,0,1
840,53,027,1994,6,18,       1010118,70,40,78,F,0,1,1,1,0506,0945,0,1
840,53,027,1996,6,23,       1150711,53,33,65,F,1,1,0,0,0506,0915,0,1
840,53,027,1997,7,4,       1150711,48,52,72,F,0,2,0,0,0506,0918,1,1
840,53,027,1998,6,21,       1150711,58,38,62,F,0,2,0,1,0506,0946,1,1
840,53,027,1999,7,5,       1150711,48,46,60,F,2,3,1,1,0506,0930,1,1
840,53,027,2000,6,21,       1150711,54,42,68,F,0,2,0,1,0508,0950,1,1
840,53,027,2001,6,10,       1150711,56,44,68,F,2,2,1,1,0506,0950,0,1
840,53,027,2002,6,16,       1150711,52,44,74,F,1,3,0,0,0506,0955,0,1
840,53,027,2003,6,22,       1150711,55,41,54,F,1,3,2,1,0506,0955,0,1
840,53,027,2004,6,20,       1150711,56,33,62,F,1,4,1,1,0506,0949,0,1
840,53,027,2005,7,1,       1150711,55,44,67,F,0,2,1,1,0506,0951,1,1
840,53,027,2006,6,21,       1150711,59,34,58,F,0,2,0,0,0506,1006,1,1
840,53,027,2007,6,16,       1150711,64,43,60,F,1,1,1,1,0506,1001,0,1
840,53,027,2008,6,15,       1150711,55,31,57,F,0,2,0,0,0506,1010,0,1
840,53,027,2009,7,3,       1150711,55,51,64,F,1,0,2,1,0506,1010,1,1
840,53,027,2010,6,13,       1150711,65,30,54,F,0,1,0,0,0506,1007,1,1
840,53,027,2011,6,18,       1150711,61,37,65,F,0,1,1,1,0506,1004,1,1
840,53,027,2012,6,16,       1150711,58,34,67,F,0,3,0,1,0506,0950,1,1
840,53,027,2013,6,15,       1150711,59,32,64,F,1,2,0,0,0506,1000,1,1
840,53,027,2014,6,15,       1150711,60,33,62,F,0,4,1,2,0507,1034,1,1
840,53,027,2015,6,14,       1150711,59,35,56,F,0,3,0,2,0507,1007,1,1
840,53,027,2016,6,12,       1150711,54,33,63,F,0,3,1,1,0506,1023,1,1
840,53,027,2017,6,18,       1150711,61,51,57,F,3,3,2,2,0506,1020,1,1
840,53,027,2018,6,24,       1150711,63,49,57,F,1,3,5,2,0507,1027,1,1
840,53,027,2019,6,16,       1150711,66,53,64,F,2,2,2,1,0506,0958,1,1
840,53,028,1969,6,4,       1090077,43,46,75,F,1,3,0,0,0459,1020,0,1
840,53,028,1970,6,6,       1090077,47,44,76,F,0,1,0,0,0502,1044,0,1
840,53,028,1971,6,6,       1090077,40,37,58,F,1,2,0,2,0502,1000,0,1
840,53,028,1972,6,3,       1090077,36,45,74,F,2,1,0,2,0505,1005,0,1
840,53,028,1973,6,12,       1090077,38,36,71,F,1,1,1,2,0502,1025,0,1
840,53,028,1974,6,1,       1090077,43,30,63,F,0,2,0,0,0509,1047,0,1
840,53,028,1975,6,11,       1090077,39,42,65,F,2,2,2,0,0506,1017,0,1
840,53,028,1976,6,2,       1090077,38,42,56,F,1,3,0,2,0503,1019,0,1
840,53,028,1977,6,1,       1090077,43,43,82,F,2,2,0,0,0505,1021,0,1
840,53,028,1978,6,5,       1090077,50,40,70,F,0,1,0,0,0505,0944,0,1
840,53,028,1979,6,5,       1090077,39,52,68,F,2,0,2,2,0502,0928,0,1
840,53,028,1983,6,26,       1150421,37,58,76,F,2,3,0,1,0506,0950,0,1
840,53,028,1986,6,1,       1150408,36,55,75,F,0,1,0,0,0506,1005,0,1
840,53,028,1987,6,6,       1150408,42,55,80,F,1,2,1,0,0502,0953,0,1
840,53,028,1988,6,5,       1150408,43,56,76,F,1,3,0,0,0502,0924,0,1
840,53,028,1989,6,18,       1150408,44,52,72,F,0,1,0,0,0502,0952,0,1
840,53,028,1990,6,17,       1150408,43,38,68,F,0,4,0,0,0502,0945,0,1
840,53,028,1991,6,16,       1150408,44,42,68,F,0,4,0,0,0502,0929,0,1
840,53,028,1992,6,7,       1150408,49,36,62,F,0,0,0,0,0502,0914,0,1
840,53,028,1993,6,19,       1150408,50,42,64,F,0,1,0,0,0502,0858,0,1
840,53,028,1994,6,17,       1150408,49,40,66,F,1,1,1,1,0502,0905,0,1
840,53,028,1995,6,23,       1150408,44,38,60,F,0,1,0,0,0502,0910,0,1
840,53,028,1996,6,9,       1150408,45,42,74,F,0,1,0,0,0502,0908,0,1
840,53,028,1997,6,21,       1150408,44,33,60,F,0,1,0,0,0502,0902,1,1
840,53,028,1998,7,4,       1150408,47,42,60,F,0,0,0,0,0502,0858,1,1
840,53,028,1999,6,13,       1150408,41,38,70,F,0,0,0,0,0502,0907,1,1
840,53,028,2000,6,21,       1150408,45,36,62,F,0,1,0,0,0502,0907,1,1
840,53,028,2001,6,17,       1150408,41,55,65,F,2,2,2,0,0502,0909,1,1
840,53,028,2002,6,16,       1150408,50,54,74,F,0,0,0,0,0502,0917,1,1
840,53,028,2003,6,27,       1150408,42,48,75,F,0,2,0,0,0502,0902,1,1
840,53,028,2004,7,3,       1150408,44,44,78,F,0,0,0,1,0502,0915,1,1
840,53,028,2005,6,25,       1150408,38,45,75,F,0,0,0,0,0502,0915,1,1
840,53,028,2006,6,18,       1150408,44,42,74,F,0,0,0,0,0502,0917,1,1
840,53,028,2007,6,23,       1150408,46,52,74,F,0,2,1,1,0502,0917,0,1
840,53,028,2008,6,21,       1150408,38,50,80,F,0,0,1,0,0502,0935,1,1
840,53,028,2009,6,14,       1150408,40,47,68,F,0,1,2,1,0502,0930,1,1
840,53,028,2010,6,20,       1150408,43,44,60,F,0,0,0,0,0502,0923,0,1
840,53,028,2011,6,22,       1150408,49,46,70,F,0,1,0,0,0502,0915,1,1
840,53,028,2012,6,21,       1150408,46,42,66,F,0,0,0,0,0502,0948,1,1
840,53,028,2013,6,21,       1150408,37,48,54,F,0,1,0,2,0502,0925,1,1
840,53,028,2014,6,21,       1150408,42,46,64,F,1,1,0,1,0502,0930,0,1
840,53,028,2015,6,19,       1150408,47,54,68,F,0,0,1,2,0502,0930,1,1
840,53,028,2016,6,10,       1150408,45,45,75,F,0,1,0,0,0502,0950,1,1
840,53,028,2017,6,27,        990925,46,52,64,F,2,2,1,1,0502,0937,0,1
840,53,028,2018,7,7,        990925,54,51,66,F,2,1,1,2,0514,1001,0,1
840,53,028,2019,6,24,        990925,55,44,60,F,2,2,1,1,0503,1019,0,1
