RootFolder,File,RelativePath,DateTime,DayTime,deployement_number,photo_camera_id,cougar,raven,magpie,coyote,golden_eagle,bald_eagle,wolf,fox,other_species,other_count,comment
24-008_299,IMG_0001.MP4,299, 2024-01-23 13:14:32,TRUE,8,299,0,0,0,0,0,0,0,0,,0,set up
24-008_299,IMG_0002.MP4,299, 2024-01-23 13:15:40,TRUE,8,299,0,0,0,0,0,0,0,0,,0,set up
24-008_299,IMG_0003.MP4,299, 2024-01-23 13:16:50,TRUE,8,299,0,0,0,0,0,0,0,0,,0,set up
24-008_299,IMG_0004.MP4,299, 2024-01-23 16:50:54,FALSE,8,299,0,0,0,0,0,0,0,0,elk,1,
24-008_299,IMG_0005.MP4,299, 2024-01-24 02:21:28,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0006.MP4,299, 2024-01-24 02:22:50,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0007.MP4,299, 2024-01-24 02:24:16,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0008.MP4,299, 2024-01-24 02:26:52,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0009.MP4,299, 2024-01-24 02:27:58,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0010.MP4,299, 2024-01-24 02:30:38,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0011.MP4,299, 2024-01-24 02:31:46,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0012.MP4,299, 2024-01-24 02:33:22,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0013.MP4,299, 2024-01-24 02:34:40,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0014.MP4,299, 2024-01-24 02:35:50,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0015.MP4,299, 2024-01-24 02:36:58,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0016.MP4,299, 2024-01-24 02:38:06,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0017.MP4,299, 2024-01-24 02:39:44,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0018.MP4,299, 2024-01-24 02:41:22,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0019.MP4,299, 2024-01-24 02:42:38,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0020.MP4,299, 2024-01-24 02:43:48,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0021.MP4,299, 2024-01-24 02:44:56,FALSE,8,299,0,0,0,0,0,0,0,0,,0,
24-008_299,IMG_0022.MP4,299, 2024-01-24 02:46:14,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0023.MP4,299, 2024-01-24 02:47:26,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0024.MP4,299, 2024-01-24 02:48:36,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0025.MP4,299, 2024-01-24 02:51:58,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0026.MP4,299, 2024-01-24 02:53:10,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0027.MP4,299, 2024-01-24 02:58:36,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0028.MP4,299, 2024-01-24 02:59:44,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0029.MP4,299, 2024-01-24 03:02:26,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0030.MP4,299, 2024-01-24 03:28:08,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0031.MP4,299, 2024-01-24 03:29:30,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0032.MP4,299, 2024-01-24 03:30:38,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0033.MP4,299, 2024-01-24 03:56:46,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0034.MP4,299, 2024-01-24 04:00:44,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0035.MP4,299, 2024-01-24 04:01:58,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0036.MP4,299, 2024-01-24 04:06:04,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0037.MP4,299, 2024-01-24 04:10:24,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0038.MP4,299, 2024-01-24 04:12:22,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0039.MP4,299, 2024-01-24 04:22:20,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0040.MP4,299, 2024-01-24 04:24:58,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0041.MP4,299, 2024-01-24 04:38:06,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0042.MP4,299, 2024-01-24 04:44:16,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0043.MP4,299, 2024-01-24 05:08:36,FALSE,8,299,0,0,0,0,0,0,0,1,,0,
24-008_299,IMG_0044.MP4,299, 2024-01-24 07:30:58,TRUE,8,299,0,0,1,0,0,0,0,0,,0,
24-008_299,IMG_0045.MP4,299, 2024-01-24 07:33:22,TRUE,8,299,0,0,1,0,0,0,0,0,,0,
24-008_299,IMG_0046.MP4,299, 2024-01-24 07:34:48,TRUE,8,299,0,0,1,0,0,0,0,0,,0,
24-008_299,IMG_0047.MP4,299, 2024-01-24 07:36:06,TRUE,8,299,0,0,1,0,0,0,0,0,,0,
24-008_299,IMG_0048.MP4,299, 2024-01-24 07:37:14,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0049.MP4,299, 2024-01-24 07:38:56,TRUE,8,299,0,0,1,0,0,0,0,0,,0,
24-008_299,IMG_0050.MP4,299, 2024-01-24 07:40:14,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0051.MP4,299, 2024-01-24 07:41:24,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0052.MP4,299, 2024-01-24 07:42:32,TRUE,8,299,0,0,1,0,0,0,0,0,,0,raven call
24-008_299,IMG_0053.MP4,299, 2024-01-24 07:43:48,TRUE,8,299,0,0,3,0,0,0,0,0,,0,
24-008_299,IMG_0054.MP4,299, 2024-01-24 07:45:04,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0055.MP4,299, 2024-01-24 07:46:14,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0056.MP4,299, 2024-01-24 07:47:44,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0057.MP4,299, 2024-01-24 07:49:10,TRUE,8,299,0,0,3,0,0,0,0,0,,0,raven call
24-008_299,IMG_0058.MP4,299, 2024-01-24 07:50:20,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0059.MP4,299, 2024-01-24 07:53:40,TRUE,8,299,0,0,3,0,0,0,0,0,,0,
24-008_299,IMG_0060.MP4,299, 2024-01-24 07:55:06,TRUE,8,299,0,0,1,0,0,0,0,0,,0,
24-008_299,IMG_0061.MP4,299, 2024-01-24 07:56:50,TRUE,8,299,0,0,3,0,0,0,0,0,,0,
24-008_299,IMG_0062.MP4,299, 2024-01-24 07:58:04,TRUE,8,299,0,0,3,0,0,0,0,0,,0,
24-008_299,IMG_0063.MP4,299, 2024-01-24 07:59:14,TRUE,8,299,0,0,4,0,0,0,0,0,,0,
24-008_299,IMG_0064.MP4,299, 2024-01-24 08:00:22,TRUE,8,299,0,0,3,0,0,0,0,0,,0,
24-008_299,IMG_0065.MP4,299, 2024-01-24 08:01:46,TRUE,8,299,0,0,3,0,0,0,0,0,,0,
24-008_299,IMG_0066.MP4,299, 2024-01-24 08:03:00,TRUE,8,299,0,0,3,0,0,0,0,0,,0,
24-008_299,IMG_0067.MP4,299, 2024-01-24 08:04:08,TRUE,8,299,0,0,4,0,0,0,0,0,,0,
24-008_299,IMG_0068.MP4,299, 2024-01-24 08:05:20,TRUE,8,299,0,0,4,0,0,0,0,0,,0,
24-008_299,IMG_0069.MP4,299, 2024-01-24 08:06:32,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0070.MP4,299, 2024-01-24 08:07:54,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0071.MP4,299, 2024-01-24 08:09:14,TRUE,8,299,0,0,3,0,0,0,0,0,,0,
24-008_299,IMG_0072.MP4,299, 2024-01-24 08:10:24,TRUE,8,299,0,0,4,0,0,0,0,0,,0,raven call
24-008_299,IMG_0073.MP4,299, 2024-01-24 08:11:38,TRUE,8,299,0,0,3,0,0,0,0,0,,0,
24-008_299,IMG_0074.MP4,299, 2024-01-24 08:12:52,TRUE,8,299,0,0,4,0,0,0,0,0,,0,
24-008_299,IMG_0075.MP4,299, 2024-01-24 08:14:04,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0076.MP4,299, 2024-01-24 08:15:18,TRUE,8,299,0,0,5,0,0,0,0,0,,0,
24-008_299,IMG_0077.MP4,299, 2024-01-24 08:16:44,TRUE,8,299,0,0,3,0,0,0,0,0,,0,
24-008_299,IMG_0078.MP4,299, 2024-01-24 08:18:04,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0079.MP4,299, 2024-01-24 08:19:12,TRUE,8,299,0,0,4,0,0,0,0,0,,0,
24-008_299,IMG_0080.MP4,299, 2024-01-24 08:20:56,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0081.MP4,299, 2024-01-24 08:22:06,TRUE,8,299,0,0,0,0,0,0,0,0,,0,
24-008_299,IMG_0082.MP4,299, 2024-01-24 08:23:26,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0083.MP4,299, 2024-01-24 08:24:44,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0084.MP4,299, 2024-01-24 08:27:20,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0085.MP4,299, 2024-01-24 08:29:12,TRUE,8,299,0,0,2,0,0,0,0,0,,0,
24-008_299,IMG_0086.MP4,299, 2024-01-24 08:30:20,TRUE,8,299,0,0,4,0,0,0,0,0,,0,
24-008_299,IMG_0087.MP4,299, 2024-01-24 08:32:08,TRUE,8,299,0,0,1,0,0,0,0,0,,0,
24-008_299,IMG_0088.MP4,299, 2024-01-24 08:42:14,TRUE,8,299,0,0,0,0,0,0,0,0,,0,
24-008_299,IMG_0089.MP4,299, 2024-01-24 08:45:40,TRUE,8,299,0,0,1,0,0,0,0,0,,0,raven call
