RootFolder,File,RelativePath,DateTime,DayTime,deployement_number,photo_camera_id,cougar,raven,magpie,coyote,golden_eagle,bald_eagle,wolf,fox,other_species,other_count,comment
24-333_315,IMG_0001.MP4,DCIM\100_BTCF, 2024-12-16 11:39:08,true,12,315,0,0,0,0,0,0,0,0,,0,deployment
24-333_315,IMG_0002.MP4,DCIM\100_BTCF, 2024-12-16 14:51:56,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0003.MP4,DCIM\100_BTCF, 2024-12-16 14:53:04,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0004.MP4,DCIM\100_BTCF, 2024-12-16 14:54:14,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0005.MP4,DCIM\100_BTCF, 2024-12-16 14:55:24,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0006.MP4,DCIM\100_BTCF, 2024-12-16 14:56:34,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0007.MP4,DCIM\100_BTCF, 2024-12-16 14:58:18,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0008.MP4,DCIM\100_BTCF, 2024-12-16 14:59:26,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0009.MP4,DCIM\100_BTCF, 2024-12-16 15:00:32,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0010.MP4,DCIM\100_BTCF, 2024-12-16 15:01:40,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0011.MP4,DCIM\100_BTCF, 2024-12-16 15:02:48,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0012.MP4,DCIM\100_BTCF, 2024-12-16 15:04:02,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0013.MP4,DCIM\100_BTCF, 2024-12-16 15:05:28,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0014.MP4,DCIM\100_BTCF, 2024-12-16 15:06:38,true,12,315,2,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0015.MP4,DCIM\100_BTCF, 2024-12-16 15:07:44,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0016.MP4,DCIM\100_BTCF, 2024-12-16 15:08:56,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0017.MP4,DCIM\100_BTCF, 2024-12-16 15:10:12,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0018.MP4,DCIM\100_BTCF, 2024-12-16 15:11:20,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0019.MP4,DCIM\100_BTCF, 2024-12-16 15:12:28,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0020.MP4,DCIM\100_BTCF, 2024-12-16 15:13:36,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0021.MP4,DCIM\100_BTCF, 2024-12-16 15:14:50,true,12,315,1,0,0,0,0,0,0,0,,0,
24-333_315,IMG_0022.MP4,DCIM\100_BTCF, 2024-12-16 15:15:58,true,12,315,1,0,0,0,0,0,0,0,,0,
