RootFolder,File,RelativePath,DateTime,DeleteFlag,DayTime,deployement_number,photo_camera_id,cougar,raven,magpie,coyote,golden_eagle,bald_eagle,wolf,fox,other_species,other_count,comment,
22-305_262,IMG_0066.MP4,262, 2022-12-14 19:22:14,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0067.MP4,262, 2022-12-14 19:23:38,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0068.MP4,262, 2022-12-14 19:25:00,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0069.MP4,262, 2022-12-14 19:27:00,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0070.MP4,262, 2022-12-14 19:28:24,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0071.MP4,262, 2022-12-14 19:30:40,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0072.MP4,262, 2022-12-14 19:36:36,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0073.MP4,262, 2022-12-14 19:38:36,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0074.MP4,262, 2022-12-14 19:42:04,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0075.MP4,262, 2022-12-14 19:44:52,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0076.MP4,262, 2022-12-14 19:46:34,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0077.MP4,262, 2022-12-14 19:48:32,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0078.MP4,262, 2022-12-14 20:24:22,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0079.MP4,262, 2022-12-14 21:22:50,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0080.MP4,262, 2022-12-14 21:36:22,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0081.MP4,262, 2022-12-14 22:36:32,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0082.MP4,262, 2022-12-14 22:41:54,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0083.MP4,262, 2022-12-14 22:55:24,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0084.MP4,262, 2022-12-14 22:57:20,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0085.MP4,262, 2022-12-14 22:59:34,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0086.MP4,262, 2022-12-14 23:05:10,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0087.MP4,262, 2022-12-14 23:06:34,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0088.MP4,262, 2022-12-15 00:18:54,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0089.MP4,262, 2022-12-15 02:30:40,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0090.MP4,262, 2022-12-15 02:33:28,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0091.MP4,262, 2022-12-15 02:38:40,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0092.MP4,262, 2022-12-15 02:41:10,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0093.MP4,262, 2022-12-15 02:42:48,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0094.MP4,262, 2022-12-15 02:44:10,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0095.MP4,262, 2022-12-15 02:45:34,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0096.MP4,262, 2022-12-15 02:47:04,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0097.MP4,262, 2022-12-15 02:48:28,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0098.MP4,262, 2022-12-15 02:50:10,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0099.MP4,262, 2022-12-15 02:51:56,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0100.MP4,262, 2022-12-15 02:53:20,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0101.MP4,262, 2022-12-15 02:54:46,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0102.MP4,262, 2022-12-15 02:56:10,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0103.MP4,262, 2022-12-15 02:57:38,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0104.MP4,262, 2022-12-15 02:59:04,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
